상가업소번호|상호명|지점명|상권업종대분류코드|상권업종대분류명|상권업종중분류코드|상권업종중분류명|상권업종소분류코드|상권업종소분류명|표준산업분류코드|표준산업분류명|시도코드|시도명|시군구코드|시군구명|행정동코드|행정동명|법정동코드|법정동명|지번코드|대지구분코드|대지구분명|지번본번지|지번부번지|지번주소|도로명코드|도로명|건물본번지|건물부번지|건물관리번호|건물명|도로명주소|구우편번호|신우편번호|동정보|층정보|호정보|경도|위도
12638277|원스헤어||F|생활서비스|F01|이/미용/건강|F01A01|여성미용실|S96112|두발미용업|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이|서울특별시 종로구 송월길 99|110100|03165||||126.96354958743|37.5713000747537
12601433|초록마을|경희궁자이점|D|소매|D10|건강/미용식품|D10A04|건강식품판매|G47216|건강보조식품 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이|서울특별시 종로구 송월길 99|110100|03165||||126.96354958743|37.5713000747537
12615064|CU|경희궁자이점|D|소매|D03|종합소매점|D03A01|편의점|G47122|체인화 편의점|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이|서울특별시 종로구 송월길 99|110100|03165||21||126.96354958743|37.5713000747537
12602844|리안|헤어경희궁자이점|F|생활서비스|F01|이/미용/건강|F01A01|여성미용실|S96112|두발미용업|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이|서울특별시 종로구 송월길 99|110100|03165||||126.96354958743|37.5713000747537
14063104|우분투||Q|음식|Q06|양식|Q06A01|정통양식/경양식|I56114|서양식 음식점업|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이2단지|서울특별시 종로구 송월길 99|110100|03165||||126.962399558008|37.5709655979056
13648598|빙고앤쿡||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이|서울특별시 종로구 송월길 99|110100|03165||||126.96354958743|37.5713000747537
14377941|가츠몽경희궁|자이점|Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이2단지|서울특별시 종로구 송월길 99|110100|03165||||126.962399558008|37.5709655979056
15534502|달과궁한의원||S|의료|S01|병원|S01B06|한의원|Q86203|한의원|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이2단지|서울특별시 종로구 송월길 99|110100|03165|||2221|126.962399558008|37.5709655979056
16149848|네이처컬렉션|경희궁자이점|D|소매|D16|화장품소매|D16A01|화장품판매점|G47813|화장품 및 방향제 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이2단지|서울특별시 종로구 송월길 99|110100|03165||21||126.962399558008|37.5709655979056
21757611|메디애플||D|소매|D07|가정/주방/인테리어|D07A01|인테리어/욕실용품/커튼|G47599|그외 기타 분류안된 가정용품 소매업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900201660214|1|대지|166|214|서울특별시 종로구 누상동 166-214|111104100211|서울특별시 종로구 옥인6길|32||1111010900101660214030329|고려빌라|서울특별시 종로구 옥인6길 32|110041|03038||1||126.96460697237|37.5807792738688
22250163|웰비스||F|생활서비스|F05|인력/고용/용역알선|F05A02|인력공급/고용알선|||11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900201660132|1|대지|166|132|서울특별시 종로구 누상동 166-132|111104100211|서울특별시 종로구 옥인6길|18||1111010900101660133029118|우경하이츠빌라|서울특별시 종로구 옥인6길 18|110041|03038||2||126.9642832628|37.5812629946512
21763362|대한익스프레스||F|생활서비스|F04|운송/배달/택배|F04A06|종합이삿짐대행|H49311|일반 화물자동차 운송업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900200270000|1|대지|27||서울특별시 종로구 누상동 27|111104100207|서울특별시 종로구 옥인3길|8||1111010900100270000029104||서울특별시 종로구 옥인3길 8|110041|03038||1||126.966293581228|37.5808030664036
25065068|커밍제인||D|소매|D07|가정/주방/인테리어|D07A01|인테리어/욕실용품/커튼|G47599|그외 기타 분류안된 가정용품 소매업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900200410000|1|대지|41||서울특별시 종로구 누상동 41|111104100207|서울특별시 종로구 옥인3길|3||1111010900100410000029867||서울특별시 종로구 옥인3길 3|110041|03037||1||126.966518743131|37.58089514184
23379813|묘한술책||Q|음식|Q09|유흥주점|Q09A01|호프/맥주|I56219|기타 주점업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900201660161|1|대지|166|161|서울특별시 종로구 누상동 166-161|111104100212|서울특별시 종로구 옥인길|71||1111010900101660161029196||서울특별시 종로구 옥인길 71|110041|03038||2||126.964899400037|37.5817369391327
24757741|정원||D|소매|D07|가정/주방/인테리어|D07A01|인테리어/욕실용품/커튼|G47599|그외 기타 분류안된 가정용품 소매업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900200520002|1|대지|52|2|서울특별시 종로구 누상동 52-2|111104100212|서울특별시 종로구 옥인길|33||1111010900100520002030119||서울특별시 종로구 옥인길 33|110041|03037||||126.966834842251|37.5809609816764
25031503|센드||D|소매|D06|가방/신발/액세서리|D06A05|액세서리판매|G47419|기타 섬유, 직물 및 의복액세서리 소매업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900200010001|1|대지|1|1|서울특별시 종로구 누상동 1-1|111104100212|서울특별시 종로구 옥인길|54||1111010900100010001030602|이원명가|서울특별시 종로구 옥인길 54|110041|03034|||01|126.965944749277|37.5814667794686
24950922|경복궁옷집||D|소매|D05|의복의류|D05A01|일반의류|G47416|셔츠 및 기타 의복 소매업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900201660219|1|대지|166|219|서울특별시 종로구 누상동 166-219|111104100211|서울특별시 종로구 옥인6길|22||1111010900101660219029117||서울특별시 종로구 옥인6길 22|110041|03038||||126.964285758993|37.5810828089039
24190212|제일슈퍼||D|소매|D03|종합소매점|D03A02|수퍼마켓|G47121|슈퍼마켓|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900200170000|1|대지|17||서울특별시 종로구 누상동 17|111104100207|서울특별시 종로구 옥인3길|2|1|1111010900100170000029475||서울특별시 종로구 옥인3길 2-1|110041|03038||||126.966314104374|37.5809564226637
24211029|엔케이스포츠||D|소매|D14|운동/경기용품소매|D14A01|운동/경기용품|G47631|운동 및 경기용품 소매업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900200010001|1|대지|1|1|서울특별시 종로구 누상동 1-1|111104100212|서울특별시 종로구 옥인길|54||1111010900100010001030602|이원명가|서울특별시 종로구 옥인길 54|110041|03034|||402|126.965944749277|37.5814667794686
21685714|서울리무진||F|생활서비스|F20|행사/이벤트|F20A03|행사대행|N75992|전시 및 행사 대행업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900201590012|1|대지|159|12|서울특별시 종로구 누상동 159-12|111104100530|서울특별시 종로구 필운대로5다길|19|1|1111010900101590012030590||서울특별시 종로구 필운대로5다길 19-1|110041|03038|102|1||126.966017567577|37.5794761223144
23315924|카페사이좋은||Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111051500|청운효자동|1111010900|누상동|1111010900200530001|1|대지|53|1|서울특별시 종로구 누상동 53-1|111104100212|서울특별시 종로구 옥인길|23|6|1111010900100530001029375|누상빌라|서울특별시 종로구 옥인길 23-6|110041|03037||1||126.967062868218|37.5808458422956
20596487|아우네빈대떡||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011400|내자동|1111011400200010002|1|대지|1|2|서울특별시 종로구 내자동 1-2|111104100272|서울특별시 종로구 자하문로1길|3||1111011400100010003027828||서울특별시 종로구 자하문로1길 3|110053|03041||1||126.972150179603|37.5764481272586
20586910|본가궁중족발||Q|음식|Q01|한식|Q01A08|족발/보쌈전문|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200202120000|1|대지|212||서울특별시 종로구 체부동 212|111104100275|서울특별시 종로구 자하문로1라길|11|3|1111011200102120000027377||서울특별시 종로구 자하문로1라길 11-3|110045|03041||1||126.970446515235|37.5768477587523
20874493|김영애헤어샵||F|생활서비스|F01|이/미용/건강|F01A01|여성미용실|S96112|두발미용업|26|부산광역시|26260|동래구|2626060000|사직3동|2626010900|사직동|2626010900201270011|1|대지|127|11|부산광역시 동래구 사직동 127-11|262604190361|부산광역시 동래구 여고로51번길|28||2626010900101270011002261||부산광역시 동래구 여고로51번길 28|607120|47843||1||129.06926003721|35.1972598417745
21695921|제일오토미션||F|생활서비스|F14|자동차/이륜차|F14A01|자동차정비/카센타|||26|부산광역시|26260|동래구|2626060000|사직3동|2626010900|사직동|2626010900201290006|1|대지|129|6|부산광역시 동래구 사직동 129-6|262603130030|부산광역시 동래구 여고로|59||2626010900101290006002400||부산광역시 동래구 여고로 59|607120|47843||1||129.070324476088|35.1963670803128
21761163|경영지도법인지방공기업평가원||F|생활서비스|F13|기타서비스업|F13A01|사업경영상담|M71531|경영컨설팅업|11|서울특별시|11110|종로구|1111053000|사직동|1111011500|사직동|1111011500203040028|1|대지|304|28|서울특별시 종로구 사직동 304-28|111104100132|서울특별시 종로구 사직로5길|45||1111011500103040028027332||서울특별시 종로구 사직로5길 45|110054|03028||||126.964930037622|37.5737990559452
22182611|태백산보살||F|생활서비스|F11|개인서비스|F11A02|운명감정작명|S96992|점술 및 유사 서비스업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400200810001|1|대지|81|1|서울특별시 종로구 창신동 81-1|111104100391|서울특별시 종로구 지봉로7길|7||1111017400100810001005037||서울특별시 종로구 지봉로7길 7|110540|03103||1||127.015317929129|37.5746986575486
23393637|프렌즈PC방||N|관광/여가/오락|N01|PC/오락/당구/볼링등|N01A01|인터넷PC방|R91222|컴퓨터 게임방 운영업|11|서울특별시|11110|종로구|1111068000|창신2동|1111017400|창신동|1111017400206470015|1|대지|647|15|서울특별시 종로구 창신동 647-15|111104100453|서울특별시 종로구 창신길|49||1111017400106470015003774||서울특별시 종로구 창신길 49|110540|03097||1||127.010427272357|37.5738468229343
20676539|우성식당||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400204590030|1|대지|459|30|서울특별시 종로구 창신동 459-30|111104100346|서울특별시 종로구 종로50길|18||1111017400104590030005278||서울특별시 종로구 종로50길 18|110540|03119||1||127.012489742189|37.5711159129689
21508343|영훈상사||D|소매|D21|철물/난방/건설자재소매|D21A02|보일러/냉난방용품|G47511|철물 및 난방용구 소매업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400204000001|1|대지|400|1|서울특별시 종로구 창신동 400-1|111104100387|서울특별시 종로구 지봉로2길|15||1111017400104000001005624||서울특별시 종로구 지봉로2길 15|110540|03118||||127.017485831607|37.57082421387
21837450|동명하수구||F|생활서비스|F15|주택수리|F15A06|수도설비|F42201|배관 및 냉·난방 공사업|11|서울특별시|11110|종로구|1111068000|창신2동|1111017400|창신동|1111017400206090000|1|대지|609||서울특별시 종로구 창신동 609|111104100430|서울특별시 종로구 창신10길|5|1|1111017400106100002004830|이화맨션|서울특별시 종로구 창신10길 5-1|110540|03090||1||127.00928235524|37.5782343059899
22226854|부흥상회||D|소매|D03|종합소매점|D03A03|잡화점|G47190|그외 기타 종합 소매업|11|서울특별시|11110|종로구|1111069000|창신3동|1111017400|창신동|1111017400207030000|1|대지|703||서울특별시 종로구 창신동 703|111104100020|서울특별시 종로구 낙산길|196||1111017400107030000003053|나선약국|서울특별시 종로구 낙산길 196|110540|03092||3||127.012049391481|37.5813120287811
22205323|대성공인중개사사무소||L|부동산|L01|부동산중개|L01A01|부동산중개|L68221|부동산 자문 및 중개업|11|서울특별시|11110|종로구|1111069000|창신3동|1111017400|창신동|1111017400207030000|1|대지|703||서울특별시 종로구 창신동 703|111104100020|서울특별시 종로구 낙산길|196||1111017400107030000003053|나선약국|서울특별시 종로구 낙산길 196|110540|03092||1||127.012049391481|37.5813120287811
22253713|우즈노래방||N|관광/여가/오락|N02|무도/유흥/가무|N02A01|노래방|R91223|노래연습장 운영업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400200770001|1|대지|77|1|서울특별시 종로구 창신동 77-1|111103005007|서울특별시 종로구 지봉로|57||1111017400100770002006130||서울특별시 종로구 지봉로 57|110540|03103||-1||127.01542341489|37.575285215247
22193655|광지부동산||L|부동산|L01|부동산중개|L01A01|부동산중개|L68221|부동산 자문 및 중개업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400203090001|1|대지|309|1|서울특별시 종로구 창신동 309-1|111103100013|서울특별시 종로구 종로|329|2|1111017400103090001005051||서울특별시 종로구 종로 329-2|110540|03104||1||127.014277874538|37.5728698707088
22246986|관용미싱||D|소매|D25|기타판매업|D25A14|미싱판매|G47599|그외 기타 분류안된 가정용품 소매업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400200830000|1|대지|83||서울특별시 종로구 창신동 83|111104100390|서울특별시 종로구 지봉로5길|25||1111017400100830000005789||서울특별시 종로구 지봉로5길 25|110540|03103||1||127.014588962733|37.5750349709573
22360534|삼우웨딩홀||F|생활서비스|F17|예식/의례/관혼상제|F17A01|예식장/예식서비스|S96991|예식장업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400203280018|1|대지|328|18|서울특별시 종로구 창신동 328-18|111103005007|서울특별시 종로구 지봉로|19||1111017400103280018005740|삼우텍스프라자|서울특별시 종로구 지봉로 19|110540|03121||||127.015187169001|37.5717331349914
22813408|제노피시||N|관광/여가/오락|N01|PC/오락/당구/볼링등|N01A01|인터넷PC방|R91222|컴퓨터 게임방 운영업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400202920000|1|대지|292||서울특별시 종로구 창신동 292|111103100013|서울특별시 종로구 종로|335||1111017400102920000005089|원풍빌빙|서울특별시 종로구 종로 335|110540|03104||1||127.014807034659|37.5730905383944
22968787|리베라||O|숙박|O02|모텔/여관/여인숙|O02A01|모텔/여관/여인숙|I55112|여관업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400202160000|1|대지|216||서울특별시 종로구 창신동 216|111103100013|서울특별시 종로구 종로|329|3|1111017400102160000005221||서울특별시 종로구 종로 329-3|110540|03104||1||127.014118334988|37.5729496323086
23308379|아동회관어린이집||R|학문/교육|R08|유아교육|R08A02|어린이집|Q87210|보육시설 운영업|11|서울특별시|11110|종로구|1111069000|창신3동|1111017400|창신동|1111017400200060025|2|산|6|25|서울특별시 종로구 창신동 산6-25|111103005007|서울특별시 종로구 지봉로|97||1111017400200060025003452||서울특별시 종로구 지봉로 97|110540|03094|3|1||127.015116308071|37.5788327608952
24910424|이어클린샵||D|소매|D03|종합소매점|D03A04|생활용품판매|G47190|그외 기타 종합 소매업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400204380016|1|대지|438|16|서울특별시 종로구 창신동 438-16|111104100343|서울특별시 종로구 종로46길|27||1111017400104380016006232|덕일빌딩|서울특별시 종로구 종로46길 27|110540|03119||2||127.010349135942|37.5703411109633
19969469|OK치킨||Q|음식|Q05|닭/오리요리|Q05A08|후라이드/양념치킨|I56193|치킨 전문점|11|서울특별시|11110|종로구|1111069000|창신3동|1111017400|창신동|1111017400200230074|1|대지|23|74|서울특별시 종로구 창신동 23-74|111103005007|서울특별시 종로구 지봉로|77|3|1111017400100230074003236||서울특별시 종로구 지봉로 77-3|110540|03095||1||127.015220942858|37.5769054031339
20003991|동문||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400201420044|1|대지|142|44|서울특별시 종로구 창신동 142-44|111104100352|서울특별시 종로구 종로51나길|5||1111017400101420044000001||서울특별시 종로구 종로51나길 5|110540|03105||1||127.012016389896|37.5726707568835
19999480|동문별관||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400205090002|1|대지|509|2|서울특별시 종로구 창신동 509-2|111103100013|서울특별시 종로구 종로|304|1|1111017400105090002006208||서울특별시 종로구 종로 304-1|110540|03119||1||127.011655712157|37.5716946113048
20264296|이디야커피|창신점|Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400203660000|1|대지|366||서울특별시 종로구 창신동 366|111103100013|서울특별시 종로구 종로|316|1|1111017400103730000005465||서울특별시 종로구 종로 316-1|110540|03121||1||127.012907975586|37.5720204539642
20629578|장수갈비손칼국수||Q|음식|Q04|분식|Q04A02|국수/만두/칼국수|I56194|분식 및 김밥 전문점|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400201420002|1|대지|142|2|서울특별시 종로구 창신동 142-2|111104100351|서울특별시 종로구 종로51길|30||1111017400101420002005088||서울특별시 종로구 종로51길 30|110540|03105||1||127.011454241927|37.5732337078084
20813134|황제노래빠||Q|음식|Q09|유흥주점|Q09A10|룸살롱/단란주점|I56211|일반유흥 주점업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400203780000|1|대지|378||서울특별시 종로구 창신동 378|111103100013|서울특별시 종로구 종로|318||1111017400103790000005728||서울특별시 종로구 종로 318|110540|03121||2||127.013111483376|37.572040176306
20610493|김밥사랑||Q|음식|Q04|분식|Q04A01|라면김밥분식|I56194|분식 및 김밥 전문점|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400204650000|1|대지|465||서울특별시 종로구 창신동 465|111103100013|서울특별시 종로구 종로|298||1111017400104650000005586||서울특별시 종로구 종로 298|110540|03119||1||127.010990146435|37.571517838999
21748268|아세아공인중개사||L|부동산|L01|부동산중개|L01A01|부동산중개|L68221|부동산 자문 및 중개업|11|서울특별시|11110|종로구|1111069000|창신3동|1111017400|창신동|1111017400207030000|1|대지|703||서울특별시 종로구 창신동 703|111104100020|서울특별시 종로구 낙산길|196||1111017400107030000003053|나선약국|서울특별시 종로구 낙산길 196|110540|03092||1||127.012049391481|37.5813120287811
21809612|공명종합설비||D|소매|D21|철물/난방/건설자재소매|D21A02|보일러/냉난방용품|G47511|철물 및 난방용구 소매업|11|서울특별시|11110|종로구|1111069000|창신3동|1111017400|창신동|1111017400207030000|1|대지|703||서울특별시 종로구 창신동 703|111104100020|서울특별시 종로구 낙산길|196||1111017400107030000003053|나선약국|서울특별시 종로구 낙산길 196|110540|03092||1||127.012049391481|37.5813120287811
21765232|세진냉동설비공사||D|소매|D21|철물/난방/건설자재소매|D21A02|보일러/냉난방용품|G47511|철물 및 난방용구 소매업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400203950005|1|대지|395|5|서울특별시 종로구 창신동 395-5|111104100388|서울특별시 종로구 지봉로4가길|1||1111017400103950005005293|합성빌딩|서울특별시 종로구 지봉로4가길 1|110540|03118||||127.016622505381|37.5710512967886
22181890|영원주단||D|소매|D05|의복의류|D05A18|섬유/직물/주단|G47419|기타 섬유, 직물 및 의복액세서리 소매업|11|서울특별시|11110|종로구|1111068000|창신2동|1111017400|창신동|1111017400206290044|1|대지|629|44|서울특별시 종로구 창신동 629-44|111104100023|서울특별시 종로구 낙산성곽동길|48|1|1111017400106290044003850||서울특별시 종로구 낙산성곽동길 48-1|110540|03089||1||127.0092797697|37.5767205336665
22207725|삼성쌀상회||D|소매|D01|음/식료품소매|D01A14|미곡상|G47211|곡물 소매업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400204010015|1|대지|401|15|서울특별시 종로구 창신동 401-15|111104100387|서울특별시 종로구 지봉로2길|13||1111017400104010017005322||서울특별시 종로구 지봉로2길 13|110540|03118||||127.017193667811|37.5706595940567
22215894|도장마을고무인||D|소매|D08|사무/문구/컴퓨터|D08A10|인장/도장|G47612|문구용품 소매업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400201250000|1|대지|125||서울특별시 종로구 창신동 125|111104100390|서울특별시 종로구 지봉로5길|42||1111017400101260000006280|동보타운|서울특별시 종로구 지봉로5길 42|110540|03103||1||127.014151807966|37.5755629361473
22213623|성훈사||D|소매|D05|의복의류|D05A05|아동복판매|G47416|셔츠 및 기타 의복 소매업|11|서울특별시|11110|종로구|1111068000|창신2동|1111017400|창신동|1111017400206600023|1|대지|660|23|서울특별시 종로구 창신동 660-23|111104100021|서울특별시 종로구 낙산성곽1길|29|4|1111017400106600023004923||서울특별시 종로구 낙산성곽1길 29-4|110540|03101||||127.009561639769|37.5733890420369
22202849|삼양냉동||D|소매|D21|철물/난방/건설자재소매|D21A02|보일러/냉난방용품|G47511|철물 및 난방용구 소매업|11|서울특별시|11110|종로구|1111067000|창신1동|1111017400|창신동|1111017400203970000|1|대지|397||서울특별시 종로구 창신동 397|111104100389|서울특별시 종로구 지봉로4길|34||1111017400103970000000396||서울특별시 종로구 지봉로4길 34|110540|03118||||127.017719981476|37.5710964754875
22300927|피아노나라||R|학문/교육|R05|학원-음악미술무용|R05A02|피아노/바이올린/기타|P85620|예술 학원|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100081|1|대지|210|81|서울특별시 종로구 행촌동 210-81|111104100130|서울특별시 종로구 사직로1마길|6||1111018100102100081020355||서울특별시 종로구 사직로1마길 6|110091|03026||2||126.962521223247|37.5744356688264
21793971|성심파출부||F|생활서비스|F05|인력/고용/용역알선|F05A01|가사도우미알선|N75110|고용알선업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202090035|1|대지|209|35|서울특별시 종로구 행촌동 209-35|111103100005|서울특별시 종로구 사직로|5||1111018100102090035019899||서울특별시 종로구 사직로 5|110091|03029||||126.960914766503|37.5727275856137
25464346|텐지노그룹||F|생활서비스|F13|기타서비스업|F13A11|패션디자인|M73209|기타 전문 디자인업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100201710028|1|대지|171|28|서울특별시 종로구 행촌동 171-28|111104100126|서울특별시 종로구 사직로1길|7|3|1111018100101710028020736|상덕주택|서울특별시 종로구 사직로1길 7-3|110091|03029||1|401|126.962338226226|37.5729383352697
24104683|현대슈퍼||D|소매|D03|종합소매점|D03A02|수퍼마켓|G47121|슈퍼마켓|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100016|1|대지|210|16|서울특별시 종로구 행촌동 210-16|111104100261|서울특별시 종로구 인왕산로1길|72||1111018100102100016020485||서울특별시 종로구 인왕산로1길 72|110091|03026|||2|126.962198286534|37.5764962093627
24154677|서울메디칼보조기||D|소매|D20|의약/의료품소매|D20A01|의료용품소매|G47811|의약품 및 의료용품 소매업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202090076|1|대지|209|76|서울특별시 종로구 행촌동 209-76|111104100478|서울특별시 종로구 통일로12길|6||1111018100102090076019430||서울특별시 종로구 통일로12길 6|110091|03029||지||126.959969766694|37.5731157209788
23498438|무악||F|생활서비스|F01|이/미용/건강|F01A04|남성미용실|S96111|이용업|11|서울특별시|11110|종로구|1111058000|교남동|1111018100|행촌동|1111018100202100108|1|대지|210|108|서울특별시 종로구 행촌동 210-108|111104100478|서울특별시 종로구 통일로12길|68|2|1111018100102100108000035||서울특별시 종로구 통일로12길 68-2|110091|03026||1||126.961920984153|37.5752683582447
